PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
411,2,Passenger 411,female,27.8,0,1,T10410,12.09,,S,1
412,3,Passenger 412,male,,0,0,T10411,107.02,,C,0
413,3,Passenger 413,male,33.0,0,0,T10412,55.54,C69,S,0
414,3,Passenger 414,female,19.5,0,0,T10413,14.0,,S,1
415,3,Passenger 415,female,25.5,0,1,T10414,33.09,,S,0
416,3,Passenger 416,female,,0,1,T10415,21.93,,S,0
417,2,Passenger 417,female,45.1,0,0,T10416,78.92,,S,0
418,2,Passenger 418,male,30.3,3,0,T10417,38.72,,C,1
419,3,Passenger 419,female,56.6,0,1,T10418,231.78,,S,1
420,3,Passenger 420,male,29.2,0,0,T10419,7.82,C12,C,1
421,3,Passenger 421,female,20.1,0,0,T10420,26.93,,S,1
422,3,Passenger 422,male,8.8,0,0,T10421,37.88,C15,C,1
423,1,Passenger 423,female,,1,0,T10422,71.95,,S,1
424,3,Passenger 424,male,7.8,0,1,T10423,23.99,,S,0
425,1,Passenger 425,female,33.7,0,1,T10424,126.59,,S,0
426,3,Passenger 426,male,37.1,0,0,T10425,108.87,,C,1
427,3,Passenger 427,female,,0,1,T10426,144.61,,Q,0
428,3,Passenger 428,male,,0,1,T10427,86.76,,S,0
429,2,Passenger 429,male,23.2,0,1,T10428,110.05,,S,0
430,1,Passenger 430,male,32.1,0,0,T10429,80.97,,Q,0
431,1,Passenger 431,male,52.6,1,0,T10430,166.33,,S,0
432,3,Passenger 432,female,42.6,1,0,T10431,23.08,,S,0
433,3,Passenger 433,male,26.2,0,0,T10432,30.41,,S,1
434,1,Passenger 434,female,17.5,0,0,T10433,43.3,,S,1
435,1,Passenger 435,male,0.4,0,0,T10434,65.7,,C,1
436,3,Passenger 436,male,19.9,0,0,T10435,21.81,,C,0
437,1,Passenger 437,female,27.0,1,1,T10436,302.4,,S,1
438,3,Passenger 438,female,,0,0,T10437,23.76,,S,0
439,3,Passenger 439,male,28.2,0,0,T10438,10.16,C91,C,0
440,1,Passenger 440,male,31.1,1,0,T10439,76.34,,S,1
441,1,Passenger 441,female,26.9,0,0,T10440,14.29,,C,0
442,3,Passenger 442,male,20.9,0,0,T10441,10.86,,S,0
443,2,Passenger 443,female,32.4,2,2,T10442,19.12,C2,S,0
444,2,Passenger 444,female,36.2,2,0,T10443,39.84,C57,Q,0
445,3,Passenger 445,female,14.7,0,0,T10444,33.39,,S,1
446,3,Passenger 446,male,49.8,0,1,T10445,85.39,C52,S,0
447,3,Passenger 447,female,28.6,1,0,T10446,72.25,,S,0
448,3,Passenger 448,male,30.3,1,0,T10447,32.78,C48,S,0
449,2,Passenger 449,male,,1,0,T10448,27.83,,S,1
450,1,Passenger 450,male,,0,0,T10449,43.24,,,0
451,3,Passenger 451,male,43.3,2,1,T10450,79.36,,C,0
452,3,Passenger 452,female,34.0,0,2,T10451,7.67,,S,1
453,2,Passenger 453,female,21.4,1,1,T10452,6.21,,S,1
454,3,Passenger 454,female,35.1,0,2,T10453,84.37,,S,0
455,1,Passenger 455,male,14.0,0,0,T10454,67.36,,S,0
456,3,Passenger 456,male,31.5,0,1,T10455,12.01,,S,0
457,1,Passenger 457,male,29.5,0,2,T10456,33.18,,C,0
458,3,Passenger 458,female,27.1,1,0,T10457,139.78,,S,1
459,1,Passenger 459,male,28.2,1,0,T10458,185.63,,C,0
460,1,Passenger 460,female,3.7,0,0,T10459,120.34,,S,0
461,1,Passenger 461,male,22.3,0,0,T10460,68.24,,S,1
462,3,Passenger 462,male,31.3,4,3,T10461,41.73,,S,0
463,3,Passenger 463,female,,0,1,T10462,189.94,C19,S,0
464,3,Passenger 464,male,15.6,1,0,T10463,173.73,,S,0
465,3,Passenger 465,female,47.7,0,0,T10464,17.12,C18,Q,1
466,2,Passenger 466,female,17.9,0,0,T10465,97.16,,S,1
467,2,Passenger 467,male,43.6,0,1,T10466,17.58,C5,Q,0
468,3,Passenger 468,male,36.0,0,1,T10467,17.01,C42,S,1
469,1,Passenger 469,male,21.0,0,1,T10468,110.46,,,0
470,3,Passenger 470,female,54.9,0,0,T10469,30.96,,S,1
471,1,Passenger 471,male,13.3,0,0,T10470,250.34,,Q,1
472,3,Passenger 472,male,,0,0,T10471,9.66,C84,S,0
473,1,Passenger 473,male,,0,1,T10472,73.48,,C,0
474,3,Passenger 474,female,20.6,1,0,T10473,130.37,,Q,1
475,3,Passenger 475,male,49.5,0,0,T10474,122.23,,S,1
476,3,Passenger 476,female,26.5,1,0,T10475,13.51,,S,0
477,1,Passenger 477,female,,0,0,T10476,50.1,,S,1
478,3,Passenger 478,male,33.6,1,0,T10477,53.26,,Q,0
479,3,Passenger 479,male,,1,1,T10478,13.68,C40,S,1
480,3,Passenger 480,female,41.4,1,2,T10479,177.14,,S,0
481,3,Passenger 481,male,41.1,0,0,T10480,128.11,,S,0
482,3,Passenger 482,female,5.5,0,0,T10481,14.13,C55,S,1
483,3,Passenger 483,male,,0,2,T10482,11.46,,C,0
484,3,Passenger 484,male,6.7,0,1,T10483,9.46,,S,0
485,3,Passenger 485,female,44.5,0,2,T10484,125.09,,S,0
486,3,Passenger 486,male,45.8,0,0,T10485,15.76,,Q,1
487,1,Passenger 487,male,14.7,0,0,T10486,57.45,,S,0
488,2,Passenger 488,male,24.2,0,0,T10487,38.27,,S,0
489,3,Passenger 489,male,14.5,0,1,T10488,50.69,,S,0
490,3,Passenger 490,male,27.0,1,0,T10489,8.72,,S,0
491,3,Passenger 491,male,25.7,0,0,T10490,17.86,,S,0
492,3,Passenger 492,female,40.9,1,1,T10491,139.04,,C,0
493,2,Passenger 493,male,48.3,0,0,T10492,136.97,,S,0
494,1,Passenger 494,female,49.5,0,0,T10493,145.8,,S,0
495,3,Passenger 495,male,,1,2,T10494,5.98,C60,S,0
496,2,Passenger 496,female,,0,0,T10495,27.28,,S,0
497,3,Passenger 497,male,6.4,0,0,T10496,54.44,,C,0
498,1,Passenger 498,female,18.7,1,0,T10497,37.97,,S,0
499,3,Passenger 499,male,43.5,0,0,T10498,125.17,,S,1
500,3,Passenger 500,male,52.6,1,1,T10499,55.24,,S,0
501,3,Passenger 501,male,12.7,1,1,T10500,8.73,,S,0
502,3,Passenger 502,male,21.7,1,1,T10501,124.85,,S,0
503,2,Passenger 503,male,29.6,2,0,T10502,179.55,,S,0
504,3,Passenger 504,male,,0,0,T10503,9.04,,S,0
505,3,Passenger 505,female,18.7,0,0,T10504,43.0,,C,0
506,1,Passenger 506,male,,0,0,T10505,41.53,,S,0
507,3,Passenger 507,male,,0,0,T10506,29.95,,C,0
508,3,Passenger 508,male,29.8,0,0,T10507,14.9,,C,0
509,3,Passenger 509,female,37.6,0,1,T10508,48.15,,S,0
510,3,Passenger 510,male,30.1,0,1,T10509,163.48,,S,0
511,3,Passenger 511,male,23.9,0,1,T10510,39.97,,S,0
512,2,Passenger 512,male,28.5,1,1,T10511,10.26,,S,0
513,3,Passenger 513,female,28.8,0,0,T10512,53.38,,S,0
514,3,Passenger 514,female,,0,0,T10513,25.79,,S,0
515,1,Passenger 515,male,26.4,0,0,T10514,183.37,,S,0
516,1,Passenger 516,female,52.4,0,0,T10515,60.33,C51,S,1
517,2,Passenger 517,female,37.9,0,0,T10516,17.28,,S,0
518,3,Passenger 518,male,,0,0,T10517,15.6,,S,1
519,3,Passenger 519,female,39.8,1,1,T10518,78.22,C45,S,0
520,1,Passenger 520,male,25.3,1,0,T10519,36.78,,S,0
521,3,Passenger 521,male,46.4,2,1,T10520,77.89,C27,S,0
522,2,Passenger 522,male,35.2,0,0,T10521,18.18,C81,S,0
523,3,Passenger 523,male,28.5,1,0,T10522,24.41,,S,0
524,3,Passenger 524,male,36.3,0,3,T10523,36.32,,S,0
525,3,Passenger 525,female,8.0,1,1,T10524,148.41,,S,1
526,3,Passenger 526,male,14.2,3,0,T10525,139.22,C21,S,0
527,2,Passenger 527,male,13.3,1,0,T10526,18.25,,C,0
528,2,Passenger 528,male,32.0,0,0,T10527,29.89,,C,1
529,1,Passenger 529,female,54.3,1,0,T10528,23.56,C3,S,0
530,3,Passenger 530,male,61.2,0,0,T10529,40.67,,S,0
531,3,Passenger 531,male,38.9,0,0,T10530,35.86,C48,S,0
532,3,Passenger 532,male,37.0,1,0,T10531,120.51,C68,C,0
533,3,Passenger 533,male,4.8,1,1,T10532,137.97,,S,0
534,3,Passenger 534,female,22.4,1,1,T10533,29.19,,Q,0
535,3,Passenger 535,female,19.0,0,1,T10534,38.84,,S,0
536,3,Passenger 536,male,21.3,0,0,T10535,118.28,,S,0
537,3,Passenger 537,female,27.6,0,0,T10536,87.18,,Q,0
538,2,Passenger 538,male,23.4,2,0,T10537,5.7,,S,0
539,3,Passenger 539,female,2.3,0,1,T10538,24.29,,S,0
540,1,Passenger 540,male,40.5,1,0,T10539,58.3,C77,S,1
541,3,Passenger 541,male,15.0,2,1,T10540,18.05,,S,0
542,3,Passenger 542,male,33.3,0,0,T10541,16.13,C35,S,0
543,1,Passenger 543,female,59.0,1,0,T10542,12.47,,S,1
544,3,Passenger 544,male,,0,0,T10543,56.55,,C,0
545,3,Passenger 545,male,0.4,0,0,T10544,20.23,,S,0
546,2,Passenger 546,male,26.0,0,0,T10545,8.46,,Q,0
547,1,Passenger 547,female,45.4,0,1,T10546,32.64,,S,1
548,3,Passenger 548,male,57.4,0,0,T10547,85.95,,S,0
549,3,Passenger 549,female,12.8,1,0,T10548,100.35,,S,0
550,3,Passenger 550,female,,0,2,T10549,37.99,,S,1
551,3,Passenger 551,male,23.5,0,1,T10550,31.9,,S,0
552,3,Passenger 552,female,28.5,0,0,T10551,195.5,,,0
553,3,Passenger 553,male,67.0,0,0,T10552,16.19,,S,0
554,3,Passenger 554,female,9.0,2,0,T10553,17.13,,S,1
555,3,Passenger 555,male,33.6,2,0,T10554,22.26,,S,1
556,2,Passenger 556,female,,0,1,T10555,15.93,,S,1
557,1,Passenger 557,female,45.2,1,1,T10556,51.93,,C,1
558,1,Passenger 558,female,31.4,0,0,T10557,226.55,,S,1
559,3,Passenger 559,female,,0,0,T10558,52.77,C39,S,1
560,3,Passenger 560,male,24.5,0,0,T10559,31.55,,S,0
561,3,Passenger 561,male,33.8,0,0,T10560,141.22,C21,S,0
562,1,Passenger 562,female,25.2,0,0,T10561,13.47,,S,1
563,1,Passenger 563,male,38.7,0,0,T10562,30.25,C3,S,0
564,1,Passenger 564,male,,2,0,T10563,84.1,,S,0
565,2,Passenger 565,female,,2,1,T10564,58.08,,S,1
566,3,Passenger 566,female,29.6,0,0,T10565,7.02,,S,0
567,2,Passenger 567,female,45.8,2,0,T10566,33.87,,Q,0
568,2,Passenger 568,male,29.3,0,1,T10567,63.11,,Q,0
569,3,Passenger 569,female,5.2,0,0,T10568,64.88,,S,1
570,2,Passenger 570,male,47.7,1,0,T10569,61.41,,S,0
571,3,Passenger 571,female,17.3,0,0,T10570,24.32,,S,1
572,3,Passenger 572,male,20.8,0,1,T10571,9.91,,S,0
573,2,Passenger 573,female,21.7,2,0,T10572,36.14,,C,1
574,3,Passenger 574,female,49.2,1,0,T10573,11.89,,S,1
575,3,Passenger 575,male,,1,0,T10574,152.47,,C,0
576,3,Passenger 576,female,73.9,2,1,T10575,37.23,,Q,1
577,1,Passenger 577,male,44.8,1,0,T10576,43.35,C30,S,1
578,3,Passenger 578,female,33.1,1,0,T10577,77.69,,S,0
579,3,Passenger 579,female,29.2,1,1,T10578,39.45,,S,0
580,2,Passenger 580,male,34.0,1,1,T10579,25.91,,S,0
581,3,Passenger 581,female,37.3,0,1,T10580,88.56,,S,0
582,3,Passenger 582,female,,1,0,T10581,105.93,,S,0
583,3,Passenger 583,male,,1,0,T10582,60.89,C13,C,1
584,2,Passenger 584,male,31.3,0,1,T10583,8.15,C90,S,0
585,3,Passenger 585,female,,1,1,T10584,46.77,,S,0
586,2,Passenger 586,female,27.9,0,0,T10585,84.75,,S,1
587,1,Passenger 587,female,27.3,1,0,T10586,22.21,,S,1
588,1,Passenger 588,female,45.9,0,0,T10587,32.37,C35,S,1
589,1,Passenger 589,male,38.3,0,0,T10588,201.71,,C,0
590,1,Passenger 590,female,0.4,2,0,T10589,10.83,,S,0
591,1,Passenger 591,male,39.2,0,0,T10590,134.75,C85,S,0
592,3,Passenger 592,male,32.7,1,2,T10591,37.1,,S,0
593,1,Passenger 593,male,,1,0,T10592,62.28,C68,S,0
594,2,Passenger 594,male,24.6,2,0,T10593,5.89,,C,1
595,3,Passenger 595,male,45.7,0,1,T10594,90.57,,S,0
596,3,Passenger 596,male,43.3,1,0,T10595,27.3,C33,C,0
597,3,Passenger 597,female,19.2,2,0,T10596,43.91,,S,0
598,1,Passenger 598,male,,0,1,T10597,110.79,,S,0
599,1,Passenger 599,male,16.4,0,0,T10598,118.15,,S,0
600,1,Passenger 600,male,10.7,1,0,T10599,290.08,C14,S,0
601,1,Passenger 601,male,21.2,1,0,T10600,77.21,,S,0
602,2,Passenger 602,male,42.1,0,0,T10601,33.57,,C,0
603,1,Passenger 603,male,43.3,0,1,T10602,285.54,,S,0
604,1,Passenger 604,male,,0,0,T10603,101.48,,S,0
605,1,Passenger 605,female,40.2,1,1,T10604,40.86,,S,1
606,3,Passenger 606,male,,0,1,T10605,11.76,,S,0
607,1,Passenger 607,male,21.0,0,2,T10606,175.38,C58,S,0
608,2,Passenger 608,male,36.0,0,2,T10607,30.23,,S,0
609,3,Passenger 609,female,41.2,0,0,T10608,59.01,,S,1
610,3,Passenger 610,male,40.6,1,2,T10609,36.82,,S,0
611,1,Passenger 611,male,,0,1,T10610,28.96,,S,0
612,3,Passenger 612,male,39.9,0,0,T10611,51.03,,S,0
613,3,Passenger 613,male,,1,0,T10612,8.13,,S,1
614,1,Passenger 614,male,45.0,0,0,T10613,57.0,,S,1
615,3,Passenger 615,male,29.6,1,0,T10614,44.55,,Q,0
616,3,Passenger 616,male,17.7,0,0,T10615,33.64,,S,0
617,1,Passenger 617,male,27.7,0,1,T10616,133.29,,S,0
618,2,Passenger 618,male,,1,0,T10617,102.29,,S,0
619,3,Passenger 619,female,,1,0,T10618,78.75,C88,S,0
620,3,Passenger 620,female,,0,0,T10619,6.98,,C,1
621,1,Passenger 621,female,18.9,0,1,T10620,28.42,,S,1
622,1,Passenger 622,female,25.7,0,1,T10621,78.23,,Q,0
623,2,Passenger 623,male,3.5,1,0,T10622,155.68,,C,0
624,3,Passenger 624,male,33.0,0,0,T10623,95.08,,S,0
625,3,Passenger 625,male,30.0,0,0,T10624,97.43,C64,S,0
626,2,Passenger 626,female,18.6,1,0,T10625,25.37,,S,0
627,3,Passenger 627,female,39.2,1,1,T10626,33.06,,S,0
628,3,Passenger 628,male,43.1,0,1,T10627,36.81,,S,0
629,1,Passenger 629,female,7.5,0,0,T10628,24.41,,S,1
630,2,Passenger 630,male,,0,0,T10629,7.24,,S,0
631,3,Passenger 631,female,19.2,0,0,T10630,151.78,,S,1
632,3,Passenger 632,male,16.8,0,1,T10631,18.77,,S,0
633,3,Passenger 633,male,41.6,2,0,T10632,18.72,,C,1
634,3,Passenger 634,male,,0,1,T10633,9.35,,S,0
635,1,Passenger 635,male,26.3,0,0,T10634,246.43,C89,C,1
636,3,Passenger 636,male,1.9,0,0,T10635,48.34,C63,S,0
637,3,Passenger 637,male,,2,0,T10636,59.99,,S,0
638,2,Passenger 638,female,12.7,0,1,T10637,138.91,,S,1
639,2,Passenger 639,male,30.8,0,1,T10638,28.82,,S,0
640,2,Passenger 640,male,,0,0,T10639,58.94,,S,1
641,1,Passenger 641,male,,0,1,T10640,12.56,C37,S,0
642,2,Passenger 642,female,11.7,1,0,T10641,16.87,,C,1
643,1,Passenger 643,male,0.4,0,0,T10642,169.14,,S,0
644,2,Passenger 644,male,32.6,0,0,T10643,85.56,,S,0
645,1,Passenger 645,male,55.2,1,0,T10644,47.86,,C,0
646,3,Passenger 646,male,,0,2,T10645,28.65,C83,S,0
647,3,Passenger 647,female,32.9,0,0,T10646,43.13,,S,0
648,3,Passenger 648,male,23.1,0,0,T10647,5.01,C16,S,0
649,3,Passenger 649,male,,0,1,T10648,18.8,,C,1
650,3,Passenger 650,female,16.4,1,1,T10649,16.67,C59,S,0
651,1,Passenger 651,male,36.7,0,0,T10650,34.95,,S,0
652,3,Passenger 652,male,37.1,1,0,T10651,86.97,C41,S,0
653,3,Passenger 653,male,,2,1,T10652,21.4,,C,0
654,3,Passenger 654,female,68.6,1,0,T10653,15.63,,S,0
655,2,Passenger 655,male,35.5,1,0,T10654,44.09,C96,,0
656,1,Passenger 656,female,22.9,2,1,T10655,189.65,,S,1
657,2,Passenger 657,male,,0,0,T10656,20.69,C99,C,0
658,2,Passenger 658,male,5.2,2,1,T10657,10.0,,S,0
659,3,Passenger 659,male,20.3,1,0,T10658,27.03,C34,S,0
660,3,Passenger 660,female,24.3,0,0,T10659,73.85,,C,0
661,2,Passenger 661,male,22.7,0,0,T10660,49.5,,S,0
662,3,Passenger 662,female,32.1,0,1,T10661,89.86,,S,1
663,3,Passenger 663,female,18.5,1,0,T10662,165.44,,S,1
664,1,Passenger 664,male,45.7,1,0,T10663,150.61,,S,1
665,1,Passenger 665,male,30.0,0,2,T10664,92.33,C81,S,0
666,1,Passenger 666,male,29.9,0,1,T10665,70.19,C9,S,1
667,2,Passenger 667,male,25.4,0,0,T10666,7.75,,S,0
668,1,Passenger 668,female,32.2,0,1,T10667,382.99,C92,S,1
669,1,Passenger 669,female,41.6,0,0,T10668,52.53,,S,1
670,2,Passenger 670,male,17.9,0,0,T10669,14.58,,S,0
671,1,Passenger 671,male,,0,2,T10670,107.89,,S,1
672,3,Passenger 672,female,25.7,0,0,T10671,21.72,,S,0
673,1,Passenger 673,male,11.2,0,0,T10672,88.32,,S,0
674,3,Passenger 674,female,18.5,2,0,T10673,49.19,,Q,1
675,2,Passenger 675,male,23.3,0,0,T10674,37.96,,S,0
676,3,Passenger 676,female,42.2,0,1,T10675,95.43,,C,0
677,1,Passenger 677,male,33.7,1,0,T10676,36.71,,C,0
678,2,Passenger 678,male,32.7,0,0,T10677,38.24,,C,0
679,3,Passenger 679,male,41.9,0,0,T10678,43.58,,S,0
680,3,Passenger 680,male,28.1,0,1,T10679,59.48,C5,C,1
681,3,Passenger 681,male,35.5,0,0,T10680,81.62,,C,0
682,2,Passenger 682,female,28.6,1,0,T10681,33.12,C78,S,0
683,1,Passenger 683,female,,1,0,T10682,102.47,,S,0
684,3,Passenger 684,male,,0,0,T10683,13.16,C78,S,0
685,3,Passenger 685,male,0.4,1,0,T10684,139.89,,S,0
686,3,Passenger 686,male,,1,0,T10685,29.15,,S,0
687,3,Passenger 687,female,49.9,0,0,T10686,70.38,,S,0
688,2,Passenger 688,male,43.0,1,0,T10687,6.63,,S,0
689,3,Passenger 689,male,43.5,1,0,T10688,16.48,,S,0
690,1,Passenger 690,male,47.3,1,1,T10689,69.09,,S,0
691,2,Passenger 691,male,31.2,0,0,T10690,121.32,,S,1
692,2,Passenger 692,male,32.8,3,0,T10691,46.71,,Q,0
693,3,Passenger 693,male,21.4,1,0,T10692,137.87,,S,1
694,2,Passenger 694,female,25.6,0,1,T10693,41.87,,S,0
695,1,Passenger 695,male,,0,1,T10694,69.68,,S,0
696,3,Passenger 696,female,46.9,0,0,T10695,11.38,C71,S,0
697,2,Passenger 697,male,,0,1,T10696,94.75,,C,1
698,3,Passenger 698,male,23.7,0,0,T10697,19.18,,Q,0
699,1,Passenger 699,female,30.0,0,0,T10698,215.88,,S,1
700,3,Passenger 700,female,,1,1,T10699,125.86,,Q,1
701,3,Passenger 701,female,9.8,0,1,T10700,148.51,,S,0
702,1,Passenger 702,male,0.4,0,1,T10701,75.1,,S,1
703,2,Passenger 703,male,22.3,1,1,T10702,67.67,,S,0
704,1,Passenger 704,female,12.9,1,1,T10703,144.67,,C,0
705,1,Passenger 705,male,22.9,0,0,T10704,21.64,,S,1
706,3,Passenger 706,male,,0,0,T10705,50.93,,S,0
707,2,Passenger 707,male,23.7,0,0,T10706,7.42,,C,0
708,3,Passenger 708,male,50.3,0,0,T10707,39.41,,S,0
709,2,Passenger 709,female,34.6,0,2,T10708,14.75,,S,1
710,3,Passenger 710,male,,0,1,T10709,15.1,,C,0
711,3,Passenger 711,male,38.7,2,0,T10710,27.71,,S,0
712,3,Passenger 712,male,14.1,0,1,T10711,33.32,C65,S,0
713,3,Passenger 713,male,44.5,0,1,T10712,53.8,,S,0
714,2,Passenger 714,male,,0,1,T10713,9.75,C13,S,0
715,2,Passenger 715,male,39.4,1,0,T10714,44.03,C86,S,0
716,3,Passenger 716,male,15.0,1,0,T10715,15.08,,S,0
717,3,Passenger 717,female,8.2,1,2,T10716,47.66,C79,S,0
718,3,Passenger 718,male,41.5,1,0,T10717,55.72,C52,S,0
719,1,Passenger 719,male,35.3,1,0,T10718,82.22,C63,C,0
720,3,Passenger 720,female,17.4,0,0,T10719,72.03,,,1
721,3,Passenger 721,female,,3,0,T10720,25.44,,S,1
722,1,Passenger 722,male,45.8,1,0,T10721,139.38,C55,S,0
723,1,Passenger 723,male,13.3,0,1,T10722,60.03,,Q,0
724,3,Passenger 724,male,53.0,0,0,T10723,38.1,,S,0
725,3,Passenger 725,female,17.4,1,0,T10724,57.22,,S,0
726,3,Passenger 726,female,,0,0,T10725,5.93,C12,Q,0
727,1,Passenger 727,female,25.4,0,0,T10726,104.52,,C,0
728,3,Passenger 728,male,38.4,1,1,T10727,53.19,C38,C,0
729,1,Passenger 729,female,,0,1,T10728,42.38,C2,S,0
730,1,Passenger 730,male,27.7,0,0,T10729,17.07,,S,0
731,1,Passenger 731,male,30.6,0,0,T10730,17.58,,S,0
732,3,Passenger 732,male,,0,2,T10731,133.34,,S,0
733,3,Passenger 733,female,40.4,1,0,T10732,63.44,C33,S,1
734,3,Passenger 734,male,22.8,1,0,T10733,11.8,,S,0
735,2,Passenger 735,female,26.8,1,0,T10734,29.76,,C,0
736,3,Passenger 736,male,16.1,0,1,T10735,49.88,C37,C,0
737,2,Passenger 737,male,0.4,1,0,T10736,104.79,,S,0
738,3,Passenger 738,male,27.3,0,0,T10737,7.23,,C,0
739,2,Passenger 739,male,63.8,1,0,T10738,20.35,C40,C,0
740,2,Passenger 740,female,,1,0,T10739,126.77,,S,1
741,3,Passenger 741,male,29.7,1,0,T10740,5.46,,S,0
742,2,Passenger 742,female,26.3,0,1,T10741,17.87,,S,0
743,3,Passenger 743,female,30.3,1,0,T10742,164.74,,S,1
744,3,Passenger 744,female,37.7,0,1,T10743,52.52,,S,1
745,1,Passenger 745,male,13.5,0,0,T10744,36.3,,S,1
746,3,Passenger 746,male,45.6,0,0,T10745,8.47,,S,0
747,2,Passenger 747,male,40.0,0,0,T10746,7.07,,S,0
748,3,Passenger 748,female,,0,0,T10747,19.03,,Q,0
749,3,Passenger 749,female,,1,0,T10748,111.64,,S,0
750,3,Passenger 750,male,30.3,0,0,T10749,31.89,,C,0
751,1,Passenger 751,female,39.4,0,1,T10750,123.67,C86,S,0
752,3,Passenger 752,male,38.3,0,0,T10751,130.23,C40,S,0
753,3,Passenger 753,male,25.0,1,0,T10752,31.22,,Q,0
754,2,Passenger 754,male,22.0,1,0,T10753,17.18,,S,0
755,1,Passenger 755,female,31.4,1,0,T10754,74.52,,S,1
756,3,Passenger 756,male,51.7,1,1,T10755,124.34,,C,0
757,3,Passenger 757,female,,0,0,T10756,86.58,,S,0
758,3,Passenger 758,female,,0,0,T10757,8.4,,S,1
759,3,Passenger 759,female,32.3,0,0,T10758,63.98,,S,0
760,3,Passenger 760,male,30.7,1,0,T10759,47.42,C27,C,1
761,1,Passenger 761,male,32.4,0,0,T10760,223.21,,S,1
762,2,Passenger 762,male,,1,0,T10761,12.69,,S,0
763,2,Passenger 763,male,,2,0,T10762,47.5,,S,0
764,3,Passenger 764,male,50.9,1,0,T10763,110.79,,S,0
765,1,Passenger 765,female,7.6,0,1,T10764,56.49,,C,0
766,3,Passenger 766,male,,0,1,T10765,37.89,C77,S,0
767,3,Passenger 767,male,28.6,0,0,T10766,8.65,,S,0
768,3,Passenger 768,male,,2,0,T10767,21.3,,S,1
769,2,Passenger 769,male,27.5,0,0,T10768,27.08,,C,0
770,3,Passenger 770,male,53.3,1,1,T10769,150.13,,S,0
771,1,Passenger 771,male,,0,2,T10770,38.9,C32,C,1
772,3,Passenger 772,female,33.2,0,0,T10771,35.89,,C,0
773,1,Passenger 773,male,12.4,1,0,T10772,109.14,C54,S,0
774,2,Passenger 774,female,21.4,2,1,T10773,15.23,,S,0
775,3,Passenger 775,female,24.7,0,0,T10774,38.32,,S,0
776,1,Passenger 776,male,,1,1,T10775,129.73,,C,1
777,1,Passenger 777,female,47.9,2,1,T10776,190.47,,S,1
778,3,Passenger 778,male,37.8,1,0,T10777,54.21,,S,0
779,3,Passenger 779,female,14.4,1,1,T10778,60.29,,C,0
780,3,Passenger 780,male,33.5,0,0,T10779,11.75,,S,0
781,3,Passenger 781,female,37.0,0,0,T10780,150.73,,S,1
782,3,Passenger 782,female,46.0,1,0,T10781,12.11,,S,1
783,2,Passenger 783,female,,1,0,T10782,87.46,C15,S,1
784,2,Passenger 784,female,,1,0,T10783,22.42,,C,1
785,1,Passenger 785,male,18.6,1,0,T10784,253.08,,S,1
786,3,Passenger 786,male,12.4,0,0,T10785,68.64,C40,S,0
787,3,Passenger 787,male,26.7,0,1,T10786,75.08,,C,0
788,2,Passenger 788,male,36.5,1,0,T10787,19.1,,S,1
789,3,Passenger 789,female,43.8,0,0,T10788,34.26,,Q,0
790,3,Passenger 790,male,,3,0,T10789,53.09,,Q,0
791,1,Passenger 791,female,25.5,0,0,T10790,141.26,,S,1
792,3,Passenger 792,female,32.1,1,1,T10791,10.49,,S,1
793,3,Passenger 793,female,18.3,1,0,T10792,168.99,,S,1
794,3,Passenger 794,male,59.3,0,0,T10793,115.46,,S,0
795,1,Passenger 795,female,7.5,0,0,T10794,37.37,,S,1
796,3,Passenger 796,female,32.6,0,0,T10795,91.51,C82,S,1
797,3,Passenger 797,male,58.3,0,0,T10796,41.52,,S,0
798,3,Passenger 798,male,30.1,0,2,T10797,35.98,,C,0
799,3,Passenger 799,female,27.3,1,0,T10798,23.88,,S,0
800,3,Passenger 800,male,25.0,1,1,T10799,48.49,,S,0
801,3,Passenger 801,male,27.5,0,0,T10800,70.45,,S,1
802,1,Passenger 802,male,49.2,0,0,T10801,56.63,C45,Q,1
803,3,Passenger 803,male,0.4,1,1,T10802,54.61,,S,0
804,3,Passenger 804,male,51.5,1,0,T10803,65.08,,C,1
805,2,Passenger 805,male,,1,3,T10804,73.8,,S,1
806,3,Passenger 806,male,26.3,0,0,T10805,7.67,C13,S,1
807,3,Passenger 807,male,24.0,1,1,T10806,103.22,,S,0
808,3,Passenger 808,female,38.2,1,0,T10807,35.65,,S,0
809,3,Passenger 809,male,7.6,0,0,T10808,20.22,,S,0
810,1,Passenger 810,female,36.5,1,1,T10809,33.91,,S,0
811,3,Passenger 811,male,58.3,0,0,T10810,37.99,,S,0
812,3,Passenger 812,male,,0,0,T10811,113.94,,Q,0
813,1,Passenger 813,male,32.7,1,0,T10812,51.78,,S,0
814,3,Passenger 814,male,20.7,1,0,T10813,74.26,,Q,0
815,3,Passenger 815,male,36.0,2,0,T10814,10.09,,S,0
816,3,Passenger 816,female,30.3,0,0,T10815,37.32,,S,1
817,3,Passenger 817,male,21.0,0,0,T10816,244.49,,S,0
818,2,Passenger 818,male,,1,0,T10817,86.44,,S,1
819,1,Passenger 819,female,55.3,1,0,T10818,30.28,,S,1
820,2,Passenger 820,male,27.3,0,1,T10819,43.78,,S,0
821,3,Passenger 821,male,,0,0,T10820,18.3,,S,0
